"Reviewer_ID","Total_reviews","Reviewer_ranking","Total_helpful_votes","Location","Recent_ratings"
"A38RKB7L8B8YSL","4","816,382","21 of 21","","5 4 5 1"
"A38RKPF5BSKEEJ","3","2,579,301","3 of 3","","1 5 5"
"A38RMU1Y5TDP9","823","3","28702 of 29840","Arlington, VA USA","4 3 4 4 5 2 1 1 5 5"
"A38ROM68AC6OVU","3","3,125,367","4 of 5","","5 5 1"
"A38RQ9K80UEUAT","10","721,478","6 of 6","Colorad, USA","1 4 4 5 2 1 5 5 4 1"
"A38RVUQ3U421VO","11","1,606,829","30 of 51","Encinitas, CA","5 4 5 5 2 5 2 5 5 5"
"A38RW9CM4ADNKX","2","7,372,086","2 of 3","","3 5"
"A38RXKJEYKIFQO","8","1,204,616","6 of 7","KEENE, NH, US","5 5 5 5 5 5 5 5"
"A38S1FU9FO3OHP","1","15,147,218","3 of 10","","5"
"A38SECD8IZ1PTV","10","831,013","23 of 45","USA","5 5 5 5 5 5 5 5 5 5"
"A38SGUDII617TD","21","386,927","11 of 15","","5 5 5 5 5 4 5 5 5 1"
"A38SIAHXA9WAA5","1","6,785,582","1 of 1","","1"
"A38SOJOX2VQOHV","1","10,153,908","1 of 3","","5"
"A38SPE9MAX2ZIE","10","512,839","10 of 12","","5 2 3 2 5 5 4 2 4 5"
"A38SRD6SO8ZIGA","7","1,356,021","2 of 2","","5 5 5 5 5 5 5"
"A38SSVWH09IXCW","6","1,618,683","4 of 4","Hubert, NC","3 5 5 4 4 1"
"A38T29PAJGYYJL","1","8,512,684","2 of 2","UK","4"
"A38T55CCT4B3E6","10","10,878","373 of 466","Vienna, VA United States","5 1 4 5 5 5 5 2 4 4"
"A38T6ERDBPVAEE","5","1,036,829","21 of 26","","5 5 2 4 3"
"A38TBH1KDLPA2V","9","2,677,133","5 of 9","Novi, Mi, USA","5 5 5 5 5 5 5 1 5"
"A38TK44EAF1ZIY","1","9,303,577","9 of 14","","1"
"A38TLM88JSQZTF","2","8,987,936","4 of 5","","5 5"
"A38TMOGSEJE676","10","403,921","21 of 22","Upstate NY USA","5 5 5 5 5 5 5 5 5 5"
"A38TNQ33CSYACC","3","15,231,360","2 of 13","Santiago, Chile","5 5 5"
"A38TNWO6EBB93I","1","15,200,219","2 of 10","","2"
"A38TPSPVALOOA8","10","1,152,051","4 of 7","","5 4 3 4 4 5 5 5 3 4"
"A38TQMOCJ36QIG","12","284,405","21 of 25","","5 5 5 5 4 5 5 5 1 5"
"A38TRTFA0LRTHF","5","15,495,372","","Sylvester, GA","5 5 5 5 3"
"A38TRYZE25HQUG","7","1,991,495","3 of 4","","4 5 5 5 5 5 5"
"A38TS8AZ4SGBL2","2","15,192,379","","","4 4"
"A38TXM22MB45NM","4","579,379","37 of 42","","5 5 3 2"
"A38TXWKWV10WA8","5","1,228,811","5 of 5","","5 5 5 5 5"
"A38U05AURS4RF2","10","212,084","52 of 88","NYC","4 5 5 5 4 5 5 3 5 1"
"A38U0DDOM91MUQ","8","2,044,151","2 of 3","","5 3 5 4 5 5 5 3"
"A38U562S04LLWR","10","784,667","13 of 24","","5 5 5 5 5 2 4 5 5 5"
"A38UBCPKKZC0YN","8","15,574,712","3 of 17","","3 2 5 5 5 1 5 1"
"A38UBLK96Q59RJ","9","452,705","14 of 16","","3 4 5 5 5 5 5 4 1"
"A38UC7ZOWYPF36","4","3,271,341","1 of 1","","4 4 5 3"
"A38V2RVJUU7HMZ","5","3,607,726","","","5 5 4 1 2"
"A38V4RFUB58YDU","4","1,907,265","3 of 3","","5 3 4 4"
"A38V76R24EJSHA","10","80,629","56 of 97","Jacksonville, Fla","5 5 5 5 5 5 5 5 5 5"
"A38VN9W01SE04V","7","942,199","12 of 16","Atlanta, GA","5 5 4 5 3 1 3"
"A38VUSBYQZCKUQ","8","728,713","20 of 27","tampa, fl usa","5 1 5 2 3 1 5 1"
"A38VVOTC7EG8YM","10","3,210","1304 of 1546","Greenville, FL USA","2 3 5 2 1 5 4 2 5 5"
"A38W938Y3H7OJ1","25","15,662,266","84 of 226","US","5 5 5 5 1 1 1 1 5 1"
"A38W9I4FHPCB4J","7","15,594,414","8 of 23","San Diego, CA USA","5 5 3 2 5 1 5"
"A38WCXFOVPBGFJ","17","125,159","48 of 57","California, USA","5 5 5 2 5 4 5 3 5 5"
"A38WF3QETN4ON5","10","74,559","111 of 133","Brownsville","5 5 5 5 5 4 3 4 5 5"
"A38WHN2X80SPEK","1","8,430,853","1 of 1","","5"
"A38WKY85PQQG38","9","1,507,114","1 of 1","","5 5 5 4 4 4 4 4 1"
"A38WRG19YDCDDJ","18","157,350","51 of 55","","4 3 4 2 1 4 3 4 1 1"
"A38WUQV3QMZX9H","10","343,300","24 of 30","","5 3 5 5 5 5 5 5 5 4"
"A38X0W8IZZ2WHG","10","1,909,110","37 of 47","San Francisco, CA USA","3 5 5 5 2 4 5 4 5 3"
"A38X31WECGIQU4","10","2,218,248","","Maracaibo, Zulia Venezuela","5 5 4 3 4 4 4 4 4 5"
"A38X3I1UBTWKWY","2","4,310,611","4 of 6","","4 5"
"A38XA3E885NV3R","2","15,144,632","1 of 5","","4 5"
"A38XCMY6LA9FN4","10","177,876","24 of 31","","5 5 5 5 2 5 5 5 5 5"
"A38XCW5I6TT2KD","10","821,931","2 of 2","","5 4 5 5 1 5 5 5 5 5"
"A38XL6P4ZK1KK2","5","3,397,472","4 of 7","Jacksonville Beach, FL USA","5 5 5 3 5"
"A38Y2AXXJYY3EG","2","15,570,508","9 of 139","Alabama","1 4"
"A38Y8Z0IWJJS9F","10","988,993","37 of 84","","5 4 4 5 5 5 3 5 2 5"
"A38YB0WUB8NQDX","2","8,363,970","2 of 4","Alabama","1 3"
"A38YBM4ZKO2042","3","5,843,210","1 of 3","","3 4 3"
"A38YJ65OGCN9QD","1","7,428,861","2 of 2","","4"
"A38YLGU4TUZ2F1","4","1,211,202","15 of 18","Atlanta, GA USA","5 5 5 5"
"A38YMBC76G17BV","6","15,567,392","4 of 17","howell, new jersey United States","5 5 5 3 5 5"
"A38YOZ41QSCBQT","13","15,623,709","24 of 57","","1 5 3 5 1 1 5 2 2 4"
"A38YS8SR38SN0J","5","2,308,056","16 of 19","Atlanta, GA","3 5 4 5 5"
"A38Z0Z1J2KJSOP","1","10,129,910","3 of 6","Terni, TR ITA","3"
"A38ZL2AJPL1MHH","1","5,619,803","11 of 13","","5"
"A38ZMEQYGM7IJA","10","1,098,198","23 of 38","Mississippi, USA","4 5 5 5 1 5 5 5 5 3"
"A38ZMX4F98IXDL","2","657,648","67 of 72","Utah","1 1"
"A38ZNVTDQB109K","14","694,659","22 of 27","Montgomery, AL USA","5 5 5 3 5 5 5 3 5 5"
"A38ZZ1GGLY8I2E","7","241,561","65 of 88","","2 1 1 4 2 2 1"
"A3903H3901UYMY","6","15,512,588","","","5 5 1 5 5 5"
"A3907FNE55DTRC","10","146,611","172 of 187","North Carolina","5 5 5 5 5 4 5 5 5 5"
"A390E7E3971R9S","7","617,917","17 of 18","","5 3 4 4 5 4 5"
"A390EXEO244S52","4","5,274,543","4 of 8","","5 3 5 5"
"A390F07SOAS4NI","10","13,448","225 of 244","Illinois","2 5 5 4 4 5 4 5 5 5"
"A390XDD8322RA5","1","15,601,294","12 of 96","","1"
"A390XHC4KGIMSS","7","1,637,828","","","2 5 5 5 3 4 2"
"A3911J34ENS1QK","4","6,306,216","8 of 20","","5 5 5 5"
"A3912Y5CRG5D1A","10","917,210","2 of 2","USA","4 4 4 5 4 5 4 5 4 5"
"A39137LW12KK7B","10","143","5545 of 6009","Tampa, FL United States","5 5 4 5 5 4 5 4 5 5"
"A3913ZTS9A51GA","1","9,978,831","","","4"
"A3914DFUXE505Z","10","485,835","19 of 27","","5 4 4 2 5 4 5 5 4 5"
"A3917PXWETO39M","10","887,006","8 of 17","West Jordan, UT USA","5 5 5 5 5 5 5 5 5 3"
"A391AQ2DKX8PN0","2","5,484,123","2 of 4","","5 5"
"A391B5PCO0Z4NI","10","156,846","24 of 32","","5 5 5 4 4 5 5 5 5 3"
"A391SN88FL0OL7","10","56,063","418 of 440","Yonkers, NY","5 5 5 5 3 5 5 5 5 5"
"A391T6UMNH2LM6","10","525,579","8 of 12","Queens, New York","5 5 5 2 4 4 4 3 4 3"
"A391TB1Y9ZSHMF","1","15,114,233","8 of 20","","1"
"A3921VZH2TTH7P","3","2,244,352","3 of 3","Texarkana, TX United States","5 5 5"
"A3922JJWS5GWOZ","1","9,616,784","1 of 2","","1"
"A3928GRSLYQKHM","5","1,165,868","5 of 7","","5 4 4 4 4 3 4 4 4 3"
"A392A9VBUQQT8A","6","1,641,865","7 of 12","","5 5 5 5 5 2"
"A392IHJEPCB5IN","10","633,423","4 of 5","PA, USA","5 5 5 5 5 5 5 5 4 3"
"A392IPU3H1GPP5","10","177,547","95 of 108","","5 5 4 5 4 5 5 4 5 2"
"A392JARI5SRFGE","3","15,502,547","5 of 17","","5 5 1"
"A392P34QSBUICZ","10","289","2697 of 2975","Seatac, WA United States","3 5 5 5 5 5 5 2 5 2"
"A392P4GPZ3DIXR","3","3,024,290","3 of 6","Kingwood, TX","5 5 5"
"A392QI5ZIYQT3V","1","7,738,767","3 of 4","","5"
"A392X5ZD5RA27U","1","7,525,079","2 of 4","","2"
"A3931N8X3OAOTW","1","7,728,808","2 of 3","","5"
"A39387HOLSAE33","3","15,363,241","3 of 14","","4 2 5"
"A393FC1GXATECQ","10","1,573,900","11 of 14","Arizona","5 5 5 5 5 5 5 5 5 3"
"A393H3WDW4YA5N","1","8,904,081","","","2"
"A393L8W4ZGMINL","10","1,196,230","1 of 3","NYC","5 5 5 5 4 5 5 5 5 5"
"A393Z3UCHEB8AJ","4","8,391,766","","Nigeria/Florida USA","5 4 5 5"
"A393Z43NG7KP0E","3","2,696,454","2 of 3","","5 5 5"
"A39403FKWRB9WM","8","596,043","8 of 10","","5 4 4 5 5 4 4 5"
"A39409F04U4ZT3","5","176,519","212 of 266","","5 1 5 4 1"
"A3941H7K4E1L66","1","6,761,070","2 of 2","","5"
"A394C81V05JW2Z","10","144,001","68 of 133","NC USA","4 5 4 5 5 5 5 5 5 3"
"A394CR2SYFSDOP","10","539,818","8 of 9","Texas","5 5 5 5 5 5 4 2 5 4"
"A394E6CDA2XVQJ","1","4,767,016","3 of 3","","4"
"A394EEU2HTIBBD","7","15,002,660","9 of 21","SAVANNAH, GEORGIA United States","5 2 5 5 5 5 5"
"A394FTUERTHBUU","3","5,701,295","","","5 5 5"
"A394J1BN44YZZI","1","6,422,513","4 of 5","","1"
"A394SW59ODC0Q1","10","691,675","9 of 10","San Isidro de El General, Perez Zeledon, San Jose Costa Rica","5 5 5 5 5 5 5 5 4 5"
"A394TMP9YXGCNQ","1","5,136,672","","","5"
"A394YYYCAJO4BX","2","4,164,974","6 of 9","","1 5"
"A394Z0L6YME1P2","3","15,484,225","10 of 41","Phoenix,AZ","1 5 5"
"A3952RP5OXTAMN","10","426,816","57 of 93","Fallbrook, CA","3 3 5 1 5 4 4 1 5 4"
"A3956MDZO6D0AO","10","15,511,829","12 of 31","Teaneck, NJ USA","5 5 5 5 5 5 5 4 5 5"
"A395AUCESTILI1","10","319,879","39 of 46","Houston, TX","5 5 5 2 5 5 5 5 4 5"
"A395FX2OOT98LJ","1","15,200,608","2 of 10","","1"
"A395HK6CR2OL46","4","10,298,829","4 of 10","","5 5 5 5"
"A395K7J64AF0TJ","1","7,416,033","2 of 2","FREMONT, CA, US","5"
"A395LZP1UE6V2V","10","9,817","229 of 257","Sarasota Florida, USA","5 5 5 5 5 4 5 5 5 5"
"A395RMOLBGQVY","4","2,124,331","2 of 2","Springboro, OH United States","5 5 3 5"
"A395RPR31IMZ8N","1","8,769,872","2 of 4","","5"
"A395TC0JIUN4G2","4","1,322,537","9 of 13","","2 5 2 5"
"A395TWBHNSJ6ZK","10","110,806","75 of 79","NY","5 3 1 4 2 4 5 5 4 5"
"A3963R7EPE3A7E","10","1,481","1381 of 1550","Roanoke, Virginia United States","5 5 5 5 3 5 5 5 5 5"
"A39677GWQNCTQL","10","128,515","39 of 51","The South","5 5 5 5 1 3 5 5 5 5"
"A396BYNYP90MNW","3","15,605,905","1 of 27","","4 4 1"
"A396MBRQOLC0KQ","10","1,707,036","5 of 21","","4 5 4 4 4 3 4 5 3 4"
"A396PSSZHFY2O5","10","441,553","3 of 3","","5 5 5 5 2 3 5 5 5 3"
"A396T0NCPKPRCO","2","3,636,966","3 of 3","","5 5"
"A396UOWEO6ONBF","1","9,702,610","","","3"
"A396XZZH0P2PGJ","5","977,154","5 of 7","","5 5 5 5 5"
"A3971P9ITLYQO7","1","10,108,123","","","2"
"A3977M5S0GIG5H","10","1,872","1241 of 1348","San Diego, CA USA","5 5 1 5 5 5 5 5 5 5"
"A397CFUAAECSG5","10","301,057","90 of 156","","5 4 3 4 4 5 5 5 5 5"
"A397EQSVTLGB6U","10","188,419","17 of 22","","4 5 5 1 5 5 4 5 5 3"
"A397JTQV3VRAZ7","2","3,744,916","3 of 3","","5 5"
"A397N11VFSZE32","10","258,394","14 of 24","New York, NY","5 5 5 2 5 5 5 5 4 5"
"A397Q25JZS54GB","6","609,963","8 of 9","PITTSBURGH, PA, US","4 2 4 4 5 4"
"A397R53SJ2TW6Y","5","8,746,219","3 of 11","Ft. Myers, FL","1 5 1 5 4"
"A397SSF6KBL0V2","10","161,973","30 of 38","uniontown, pa, US","5 5 5 5 5 5 5 5 5 5"
"A397XCDF8NSSC8","1","10,658,857","3 of 6","","5"
"A3980YBXEIVT5S","15","181,196","152 of 211","Redmond, Washington United States","5 5 5 4 1 4 1 1 5 5"
"A39838KGM43D27","1","9,256,397","2 of 4","","5"
"A398EP93YZOHC6","4","15,335,116","","","5 5 4 5"
"A398IASCSD2IBU","1","6,961,170","4 of 5","","5"
"A398OVD6XB76KB","3","1,992,783","3 of 4","","1 1 2"
"A3991D5MJ77O6U","10","231,717","26 of 43","Miami, FL","5 5 1 5 5 2 3 1 5 5"
"A39924DJA8785N","1","5,193,637","4 of 6","","2"
"A3993AJ1CTB6T1","13","816,609","27 of 29","New England","5 5 4 5 5 5 5 5 5 4"
"A3993VKWTTRBPD","10","153,258","162 of 220","","1 4 3 5 4 5 5 5 5 5"
"A3997TSNGAWW6E","3","2,975,177","2 of 2","","5 5 5"
"A399DX0EOLCUGO","2","4,731,780","1 of 1","","5 5"
"A399GW20Y75KJC","1","8,620,773","1 of 1","","4"
"A399J1S1OE4DIR","4","1,848,986","4 of 7","","1 5 5 5"
"A399M524Z29T11","9","747,873","6 of 10","","4 4 4 5 5 4 5 5 5"
"A399OYIUYB4KK4","7","3,860,077","7 of 10","Wernersville, PA USA","2 5 3 5 5 5 4"
"A399RBNZ775B0Z","5","1,503,501","20 of 29","GA","5 1 2 2 1"
"A399SC5D7068BQ","5","2,083,501","6 of 9","kingston, pa United States","5 5 5 5 5"
"A399TBK9YVIZK1","14","15,559,023","6 of 21","","5 4 5 3 3 4 3 5 5 5"
"A399W1FHAGJKOQ","1","15,325,938","1 of 12","","1"
"A39A2FDOGB03B6","5","1,619,585","2 of 2","","4 4 5 4 4"
"A39A8C55FYESKQ","1","9,964,168","","","2"
"A39A8JJH2FIEN1","2","6,619,252","1 of 1","texas","5 3"
"A39A9821RN0JVH","7","11,017,749","2 of 5","Texas","5 5 5 5 4 5 5"
"A39AAC0BEOS58Q","2","4,119,948","8 of 12","","4 4"
"A39ADPAPZO95IG","52","46,916","184 of 217","Colorado","5 4 5 5 5 3 5 4 5 5"
"A39AN0PCOVX3HG","10","9,524","378 of 461","United States of America","5 5 5 3 1 5 5 5 5 1"
"A39AO6VTSJMWUL","1","9,009,517","","","4"
"A39AVTL0HQ04BZ","4","15,635,083","38 of 157","","5 1 1 2"
"A39B07A8OOEQZL","12","1,497,924","17 of 32","","5 5 3 4 5 4 5 5 5 5"
"A39B4O8PVJEFBI","3","1,412,647","16 of 91","","3 1 3"
"A39B8KZIYBNNVS","10","494,491","32 of 45","","5 5 5 5 5 3 5 5 5 4"
"A39B9HA7B3EV8X","1","7,915,094","1 of 1","","2"
"A39B9YC2VX97ID","1","8,742,532","3 of 3","Franklin TN, USA","4"
"A39BKTUQNRWF1O","10","342,504","124 of 141","North Carolina","5 2 4 5 1 2 5 5 5 1"
"A39BSXV35ES2C0","10","172,416","15 of 19","","5 3 4 5 5 5 5 5 5 5"
"A39BUGGE0US3QW","2","10,595,729","","","5 5"
"A39BY12WGARDZ5","7","15,577,026","1 of 11","","5 5 5 5 5 5 1"
"A39BZ118DWSSC6","25","15,528,859","12 of 27","","4 4 4 5 4 4 4 4 4 5"
"A39C1PLS1Y05WO","10","194,810","40 of 52","","5 5 5 2 4 2 5 3 5 5"
"A39C3S6HZ4GWT6","3","15,303,227","2 of 8","Soquel, US, Canada","3 5 5"
"A39CA25KJU5L6W","4","2,391,876","3 of 3","Elyria, Ohio","4 5 5 5"
"A39CB2ZRK73QAN","10","775,320","9 of 12","","5 4 4 5 5 2 5 4 5 4"
"A39CIST4UYG07Y","4","4,713,774","1 of 2","Sunman, Indiana, US","4 2 5 4"
"A39CZ67S79Y6XC","6","15,199,605","","","1 1 1 1 5 1"
"A39D6I6HMIY3D","10","112,676","177 of 248","south miami, fl United States","5 3 5 5 5 1 3 1 3 5"
"A39D7M5K82YSJ3","3","5,422,829","27 of 29","Toledo, Ohio","4 1 5"
"A39DCHC8E66UXN","1","9,200,596","6 of 11","","1"
"A39DHE69BJX2C","0","","","",""
"A39DQIQ1GO2J4Y","142","15,624,182","221 of 460","","2 4 2 1 4 4 2 4 5 3"
"A39DSS2G802QIU","3","1,726,401","6 of 6","Schofield Barracks, HI","5 5 4"
"A39DXJP790PSGV","1","10,163,999","","","2"
"A39E42DMTR1TTV","1","9,433,551","1 of 1","","5"
"A39E6MW42VSY9D","10","427,468","8 of 11","","5 5 4 5 5 4 5 5 5 4"
"A39E7IWNHY62JT","10","5,815","564 of 641","CA","5 4 4 5 5 4 5 3 4 4"
"A39E8KTNQH56LM","3","4,990,974","1 of 2","","5 5 5"
"A39EARMIFRY63H","6","3,087,162","","","5 4 2 4 4 2"
"A39EBRD0N7K7PT","8","867,809","7 of 17","","1 5 1 5 5 3 5 1"
"A39ELUYGZVE39Q","10","171,318","121 of 155","United States","3 5 2 2 5 3 2 2 2 2"
"A39ENPRQYZLU8E","6","888,439","39 of 60","","3 1 5 3 4 2"
"A39EQI1UYK2H8K","2","5,928,288","2 of 3","san diego, ca","2 4"
"A39EWBZ5UT5JSU","2","8,989,454","2 of 4","Springfield, IL","2 5"
"A39EZEAGEBZ7PZ","9","248,345","22 of 24","SoCal","4 3 4 4 4 2 4 4 4"
"A39F9TALT3OYSC","8","9,081,017","36 of 47","Ann Arbor, MI USA","3 3 4 3 4 2 1 1"
"A39FAVHWQAZ15X","6","2,964,264","","","5 5 5 5 5 5"
"A39FJ1I7IIPU4N","6","729,560","21 of 26","","5 1 4 2 4 5"
"A39FJIM95G77UY","17","139,589","40 of 58","","5 4 4 1 4 3 5 5 3 5"
"A39FK4ATNTADOZ","2","15,190,019","2 of 7","","1 1"
"A39FM0K5LJK0RX","10","15,411,035","2 of 8","","5 5 1 5 5 3 5 2 5 5"
"A39FO4YFSED8Q2","1","12,009,081","","Georgia, USA","5"
"A39FPX6F5NL1US","4","15,091,155","2 of 8","","4 4 5 5"
"A39FWHPD5U27TS","6","2,343,897","15 of 18","Bay Area, CA United States","4 4 5 1 4 5"
"A39FX5FTFK8LK8","3","11,979,406","1 of 3","Doniphan, Mo USA","5 5 5"
"A39FYNYIK6RJ7X","1","10,107,044","1 of 3","","5"
"A39G79LLPG83HZ","10","8,199","340 of 363","New Orleans, LA","3 2 5 3 5 5 5 5 5 5"
"A39G7L4BT0MJOW","1","7,492,852","3 of 3","","4"
"A39G9WI7CWT24L","4","3,684,498","2 of 4","","3 4 4 4"
"A39GDYQ5NFYS0M","3","15,464,416","","","5 1 4"
"A39GGC6LYGYGOP","2","8,114,717","11 of 12","USA","5 5"
"A39GIWVQKCPHCQ","7","1,624,330","9 of 13","international","5 3 5 2 3 5 5"
"A39GQHYW0JZHTW","1","8,576,185","1 of 1","Miami, Florida United States","5"
"A39GS8W979ZZP8","1","8,755,463","1 of 1","","5"
"A39GTSUA8RSD8O","10","30,543","397 of 500","Minneapolis MN","1 2 3 1 1 5 4 3 5 2"
"A39H7ZD8QXE0IP","7","791,227","6 of 7","","5 5 5 5 5 5 5"
"A39HB4CXTBV5R6","3","2,312,852","15 of 18","Washington, DC","5 5 3"
"A39HEEM0F13K71","1","8,616,004","1 of 1","","4"
"A39HLDIDUCE1AN","3","2,400,008","22 of 22","Phoenix","1 5 5"
"A39HYF7UEI5Y05","7","1,697,481","2 of 3","","5 5 4 5 4 5 5"
"A39I3736CFO5NW","6","607,013","11 of 13","SANDY HOOK, VA, US","4 5 5 4 5 5"
"A39I6V0VCH87LG","1","1,739,283","24 of 24","Illinois","5"
"A39I834U0PXWYO","10","15,085,582","1 of 4","Texas","5 4 5 5 3 5 5 4 3 4"
"A39IH8ZNJB2MFL","10","801,366","4 of 5","","2 5 1 5 4 3 4 5 5 5"
"A39IO4ZWZKKUM1","1","15,246,018","2 of 10","","2"
"A39IUSJZE98DDN","1","10,101,135","2 of 5","IN","4"
"A39J91BQ14TZ4","6","1,232,377","10 of 12","","5 5 4 1 1 1 1 1 3 2"
"A39JGP7IB4VH7Y","1","8,601,663","1 of 1","Hilliard, OH USA","5"
"A39JH3I0AG8RZH","1","4,659,510","15 of 16","Cedar Park, TX United States","5"
"A39JOUK0VPM7IO","1","8,256,088","2 of 2","","4"
"A39JPEWVQ20BBK","2","8,132,587","3 of 6","Maine","3 5"
"A39JREOGOVQBD1","2","1,635,513","12 of 14","","5 5"
"A39JXWP6P4KP49","6","2,106,753","2 of 5","","5 5 4 5 4 5"
"A39K4UULVIFPIU","10","871,229","9 of 12","","3 1 5 5 3 5 4 3 4 5"
"A39K4Y985EGPC7","10","11,182","185 of 247","Spokane WA","5 5 1 5 5 3 2 5 5 1"
"A39K5HPA1A211E","10","2,440,583","17 of 30","","5 5 5 5 3 4 5 5 5 5"
"A39K7UFKV4CAER","15","93,476","54 of 64","","5 2 4 3 4 4 4 5 3 2"
"A39KBWLS6TURMR","10","175,964","151 of 308","oklahoma","3 5 5 5 1 1 5 5 1 5"
"A39KC3FGDZBOLX","5","13,113,402","2 of 4","Murphy, NC","5 4 5 4 5"
"A39KEQJROAC6SZ","3","1,097,914","137 of 229","","1 1 1"
"A39KG456TGUXWZ","5","974,284","4 of 4","","5 5 5 4 5"
"A39L24UDN2DBYY","9","650,857","10 of 16","","5 5 5 3 5 1 4 4 5"
"A39LNHCNMYMWX6","8","871,517","51 of 68","Connecticut","5 2 5 2 3 1 4 1"
"A39LP7OT9SA3XN","10","637,479","11 of 15","Kentucky","4 1 5 5 4 5 4 4 3 4"
"A39LUG6WF4EY9F","3","5,138,604","3 of 5","","4 4 4"
"A39LYLFI7WLP98","2","10,044,293","3 of 8","","2 1"
"A39LZF5RK254V8","1","8,836,861","","","2"
"A39M1LRHOF0CUH","4","1,204,070","14 of 20","","1 3 1 5"
"A39M1V3OYGMJEG","1","9,223,234","6 of 6","","4"
"A39MDSKDIV11QK","2","7,114,134","2 of 6","Guayaquil, Ecuador","5 5"
"A39MFB2UKZLPXP","4","2,211,375","46 of 52","","5 1 5 3"
"A39MHS13GB19QX","1","8,405,510","","","5"
"A39MILPPP71NJD","1","9,331,970","","Arkansas","5"
"A39MM9SG37MB59","3","4,982,840","","","4 5 4"
"A39MMGZER2ZRL9","10","128,223","83 of 94","San Diego","5 1 5 1 5 5 5 5 5 5"
"A39MU6THKNVOU7","5","845,645","8 of 10","Tennessee, USA","5 5 5 5 3"
"A39MUSOZALJ9N6","5","4,053,413","1 of 2","","4 4 1 5 4"
"A39MWT6OMICILY","3","1,040,854","22 of 27","","1 2 1"
"A39MX092LU4MGV","5","1,619,340","15 of 17","Omaha, NE","5 4 4 3 3"
"A39N0BN4B2Q7F","10","15,668,517","586 of 2037","","2 3 2 5 4 5 5 4 1 2"
"A39N4KW57NSVYJ","10","358,188","119 of 185","Va USA","2 1 5 3 1 2 1 1 1 2"
"A39N89G0AVUB64","6","1,476,130","5 of 5","Smyrna, GA United States","5 5 5 5 5 5"
"A39N8J7WGZF5SM","1","4,948,508","3 of 3","","1"
"A39NF7K9XOMDZ9","5","1,103,770","3 of 3","","1 5 5 5 3"
"A39NGYK97FBZM3","10","2,304","1683 of 1913","Palestine, TX United States","5 4 3 4 4 4 4 5 5 3"
"A39NPJ0L3KVTHW","1","10,060,438","","","1"
"A39NTKE8C91I3B","10","333,824","13 of 20","Branson, MO USA","5 5 5 5 5 5 5 5 5 5"
"A39NYJZPJ1AOUK","1","1,945,671","26 of 27","Ohio","5"
"A39O2I80YQ5JBC","5","1,472,597","18 of 19","","3 5 5 1 4"
"A39OC2EY6XLTDH","3","1,604,266","9 of 10","","4 5 4"
"A39OM050G38BRN","10","13,476","520 of 632","Albuquerque, NM","4 5 5 5 5 5 5 5 5 4"
"A39ONSNY261F2L","189","2,358","593 of 642","Jackson, WY","5 3 5 4 3 5 3 3 1 3"
"A39OTHPWHCER1I","2","4,951,554","24 of 30","In front of my computer","5 5"
"A39OUDNT8FWK32","10","15,523,634","48 of 205","Gig Harbor, WA USA","4 5 1 5 4 1 4 5 1 4"
"A39P2GJUTH9VE6","10","856,994","466 of 503","Delray Beach, FL","5 4 4 5 4 3 4 4 4 5"
"A39P8V6CZ2H8P5","2","5,604,677","1 of 2","","5 5"
"A39P8WPGO89UGF","1","6,977,906","4 of 5","","5"
"A39PD4JFZUFZ6I","4","2,296,433","10 of 12","GA, United States","5 5 5 5"
"A39PIK2VRQIVD0","6","2,258,464","1 of 2","","5 4 5 5 5 4"
"A39PMEJWBU7E3T","1","7,787,987","4 of 5","","3"
"A39PMYHVBQXARF","2","8,518,042","15 of 28","the Netherlands","1 3"
"A39PSY1AA2E3SA","10","182,221","35 of 43","USA","3 4 4 3 4 5 3 4 5 2"
"A39Q7PSOVQFMVV","9","15,176,648","1 of 3","","5 5 5 5 5 5 5 5 5"
"A39QDZ8K4C3PBN","10","15,577,500","28 of 69","San Francisco CA usa","5 5 2 1 1 5 5 5 1 1"
"A39QJ5RHQAKWRO","3","4,942,562","2 of 3","","4 4 3"
"A39QMZ6MIGKHOM","7","1,006,803","8 of 8","","3 5 5 5 5 1 5"
"A39QRKUHBQO257","3","6,495,999","1 of 3","","1 3 1"
"A39QULBVRS1J8M","1","15,230,314","","NY","3"
"A39QUQF0YD3PG0","3","2,732,133","33 of 48","","1 1 1"
"A39QX704OJDTVF","3","3,872,928","1 of 2","","5 5 5"
"A39R0MQJ1MCL99","10","90,076","47 of 51","North Charleston, SC United States","3 2 5 2 5 4 4 5 5 5"
"A39R50D6VCQI8R","69","5,254","395 of 437","North Bay, California","5 5 5 5 3 5 5 5 5 3"
"A39R6UCOIGVY5B","3","880,492","94 of 99","mo","2 1 4"
"A39RAWFOS0EPE1","1","7,810,417","3 of 4","","5"
"A39RBHMJ5O027Z","2","4,461,607","3 of 3","","4 5"
"A39RDUJ1QFWZSH","3","5,011,876","9 of 17","","2 1 1"
"A39REHPTXIJIY2","2","9,262,375","1 of 3","","5 5"
"A39RERKD3ZLGQB","3","1,370,871","5 of 6","","3 5 4"
"A39RGFDTODWW2L","1","15,340,393","3 of 18","","1"
"A39RWGPO0NWS7B","8","1,917,218","1 of 2","","5 5 5 5 5 5 5 5"
"A39RYJJ0H2CNNF","5","2,486,050","4 of 8","The Plains, OH United States","5 5 5 5 5"
"A39RZGK0GIF5QE","2","15,603,616","47 of 183","","1 1"
